Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;FormType;IntStatus;Extra3;Extra4;Extra5;StsCheck;StsUK;
Automatická Tvorba Her Typu Puzzle na Dotykovém Zařízení s OS Android;Pruner, Václav;;Dip.Th.;Katedra;;;DT-2015-0030;;79;;2015;Czech Technical University in Prague;Praha;;;;;;;s CD (druhý výtisk má autor);;VOLNÁ;;;;;;;;;;
Návrh inzulino-glykemického výukového modulu;Vlasatý, Jan;;Dip.Th.;Katedra;;;DT-2016-0001;;45;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Systém pro podporu výběru vhodné kompenzační pomůcky;Richter, Jiří;;Dip.Th.;Katedra;;;DT-2016-0002;;47;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Aplikace pro vizualizaci a hodnocení videookulografických dat;Zeman, Michal;;Dip.Th.;Katedra;;;DT-2016-0003;;42;1;2016;ČVUT Praha - FEL;ČR;;;;;;;;;VOLNÁ;;;;;;;;;;
Klasifikace EEG artefaktů založená na analýze nazávislých komponent pomocí metod strojového učení;Vondráčková, Michaela;;Dip.Th.;Katedra;;;DT-2016-0004;;51;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Motion Planning for Seabed Monitoring by Autonomous Underwater Vehicles;Pěnička, Robert;;Dip.Th.;Katedra;;;DT-2016-0005;;65;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Augmented reality fpr Android;Kopenec, Jiří;;Dip.Th.;Katedra;;;DT-2016-0006;;52;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Road Following for Hexapod Walking Robot;Stejskal, Martin;;Dip.Th.;Katedra;;;DT-2016-0007;;65;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Vývoj softwaru multispektralniho zabrazovacího zařízení pro bezpilotní platformy;Moravec, Jan;;Dip.Th.;Katedra;;;DT-2016-0008;;85;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Cooperative Path Planning for Big Teams of Robots;Lukeš, Jakub;;Dip.Th.;Katedra;;;DT-2016-0009;;58;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
An Integrated Approach to Multi-Robot Exploration of an Unknown Space;Lhotský, Vojtěch;;Dip.Th.;Katedra;;;DT-2016-0010;;65;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Eye-Blink Detection Using Facial Landmarks;Soukupová, Tereza;;Dip.Th.;Katedra;;;DT-2016-0011;;45;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Objektivizace svalové koordinace při chůzi a běhu na základě analýzy EMG signálů;Budina, Jaroslav;;Dip.Th.;Katedra;;;DT-2016-0012;;92;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Analýza variability srdečního rytmu;Grosman, Tomáš;;Dip.Th.;Katedra;;;DT-2016-0013;;64;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Terrain Modeling and Motion PLanning for Hexapod Walking Robot Control;Masri, Diar;;Dip.Th.;Katedra;;;DT-2016-0014;;59;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
System for Calibration of 3D Camera Relative POsition;Novák, Tomáš;;Dip.Th.;Katedra;;;DT-2016-0015;;83;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Analýza robustnosti moderních rozpoznávačů řeči na bázi TANDEM architektury;Brich, Aleš;;Dip.Th.;Katedra;;;DT-2016-0016;;54;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
DNN-HMM Based Multilingual Recognizer of Telephone Speech;Fiala, Jiří;;Dip.Th.;Katedra;;;DT-2016-0017;;58;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Aktivní detekce obětí RGB-D-T senzorem;Težký, Jiří;;Dip.Th.;Katedra;;;DT-2016-0018;;45;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Gesture classification based on electromyography;Sánchez, Néstor Mauricio Caro;;Dip.Th.;Katedra;;;DT-2016-0019;;57;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Application of convolution naural networks in steganalysis;Vítek, Jan;;Dip.Th.;Katedra;;;DT-2016-0020;;39;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Automatická detekce pupily v obraze;Erlebach, Jonáš;;Dip.Th.;Katedra;;;DT-2016-0021;;48;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Design and Implementation of a Stereoscopic Perception Device Supporting Driver Assistance System Testing;Tyle, Václav;;Dip.Th.;Katedra;;;DT-2016-0022;;60;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Image Matching for Dynamic Scenes;Šrajer, Filip;;Dip.Th.;Katedra;;;DT-2016-0023;;54;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Parallelization of Minimal Problem Solver Generator;Cvrček, Vojtěch;;Dip.Th.;Katedra;;;DT-2016-0024;;51;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Hierarchical Clustering of Long-term EEG Data;Murgaš, Matěj;;Dip.Th.;Katedra;;;DT-2016-0025;;48;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Objektivizovaný Systém na Podporu Rozhodování při Udělování Bytů pro Sociálně Slabé a Zdravotně Handicapované;Trandová, Eva;;Dip.Th.;Katedra;;;DT-2016-0026;;62;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Experimentální Stanovení Parametrů Neutronového Svazku pro Použití na Pracovišti Neutronové Záchytové Terapie;Rabochová, Michaela;;Dip.Th.;Katedra;;;DT-2016-0027;;88;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Analysis Annotations of Epileptic Seizures;Příhoda, Václav;;Dip.Th.;Katedra;;;DT-2016-0028;;53;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Návrh a Vývoj Elektrochirurgické Jednotky;Ibl, Martin;;Dip.Th.;Katedra;;;DT-2016-0029;;47;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Technological Investigation of 3D Time-of-Flight Based Sensors Systems;Kopecký, Martin;;Dip.Th.;Katedra;;;DT-2016-0030;;74;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Methods for Signal Path Verification of Time-of-Flight Sensors;Kunt, Stanislav;;Dip.Th.;Katedra;;;DT-2016-0031;;135;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Automatická Příprava Vzorků pro Průtokovou Cytometrii;Němečková, Marta;;Dip.Th.;Katedra;;;DT-2016-0032;;66;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Tracking, Learning and Detection of Multiple Object in Video Sequence;Naiser, Filip;;Dip.Th.;Katedra;;;DT-2017-0001;;68;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
An Optical Fow Odometry Sensors Based on Raspberry Pi Computer;Heinrich, Adam;;Dip.Th.;Katedra;;;DT-2017-0002;;47;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Emotive Facial Expression Detection;Husák, Petr;;Dip.Th.;Katedra;;;DT-2017-0003;;48;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Decision Forests in the Task of Semi-Supervised Learning;Brabec, Jan;;Dip.Th.;Katedra;;;DT-2017-0004;;73;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Haptic Terrain Exploration with Robotic Arm;Burian, Martin;;Dip.Th.;Katedra;;;DT-2017-0005;;65;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Analýza a Podpora Zpracování Obrazu Kořenového Systému Rostlin;Pecha, Jan;;Dip.Th.;Katedra;;;DT-2017-0006;;47;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Visual Path Detection for Mobile Robot Navigation;Sushkova, Dina;;Dip.Th.;Katedra;;;DT-2017-0007;;49;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Mass Flow Estimation and Control in Pump Driven Hydronic Systems;HValtr, Jiří;;Dip.Th.;Katedra;;;DT-2017-0008;;72;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Coverage Path Planning in Non-Convex Polygon Areas for Orthophotomap Creation Using UAVs;Bulušek, Jan;;Dip.Th.;Katedra;;;DT-2017-0009;;71;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Sledování Pohyblivých Objektů v Obraze z Helikoptéry;Marek, Michal;;Dip.Th.;Katedra;;;DT-2017-0010;;58;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Individualizovaná Detekce Relapsu Schizofrenních Pacientů v Programu ITAREPS;Housková, Alisa;;Dip.Th.;Katedra;;;DT-2017-0011;;64;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Analysis of Sleep Polysomnography Data Using Advanced Sisgnal Processing Algorithms;Cháberová, Jana;;Dip.Th.;Katedra;;;DT-2017-0012;;114;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Mapping the Changes of the Human Brain in Neurodegenerative Diseases;Němý, Milan;;Dip.Th.;Katedra;;;DT-2017-0013;;65;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Přenosná oční kamera;Šimánek, Tomy;;Dip.Th.;Katedra;;;DT-2017-0014;;53;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Acidbase Model Implementation for Interactive Simulator;Machek, Petr;;Dip.Th.;Katedra;;;DT-2017-0015;;60;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
IoT Based Condition Monitoring System;Koranga, Deepak;;Dip.Th.;Katedra;;;DT-2017-0016;;49;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Forces Acting on the Robot During Grinding;Třešňák, Adam;;Dip.Th.;Katedra;;;DT-2017-0017;;48;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Analysis and Desing of Manufacturing Operations;Coiffier, Anne-Laure;;Dip.Th.;Katedra;;;DT-2017-0018;;53;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Application of a Camera in a Mobile Phone for Visually Impaired People;Hadáček, Jan;;Dip.Th.;Katedra;;;DT-2017-0019;;58;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Cloud and Shadow Detection in Satellite Imagery;Bartoš, Matěj;;Dip.Th.;Katedra;;;DT-2017-0020;;48;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Multi-Body Structure from Motion;Krček, Jan;;Dip.Th.;Katedra;;;DT-2017-0021;;45;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Object Scene Flow in Video Sequences;Neoral, Michal;;Dip.Th.;Katedra;;;DT-2017-0022;;61;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Vehicle Detection and Pose Estimation for Autonomous Driving;Novák, Libor;;Dip.Th.;Katedra;;;DT-2017-0023;;67;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
LIDAR Based Sequential Registration and Mapping for Autonomous Vehicles;Sixta, Tomáš;;Dip.Th.;Katedra;;;DT-2017-0024;;34;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Discrete Energy Minimization with Global Constrains;Ulitin, Valerii;;Dip.Th.;Katedra;;;DT-2017-0025;;47;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;12.06.2017;VOLNÁ;;;;;;;;;;
Detekcia a Analýza Častic v Mikroskopických Snímkach;Bartošová, Eva;;Dip.Th.;Katedra;;;DT-2017-0026;;66;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;13.06.2017;VOLNÁ;;;;;;;;;;
Sampling-Based Motion Planning for Tunnel Detection in Protein Structures;Durčák, Jindřich;;Dip.Th.;Katedra;;;DT-2017-0027;;87;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;13.06.2017;VOLNÁ;;;;;;;;;;
Influence of Class Imbalance on Active Learning of Sleep EEG Classifier;Grimová, Nela;;Dip.Th.;Katedra;;;DT-2017-0028;;59;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;13.06.2017;VOLNÁ;;;;;;;;;;
Universal Optical Data Acquisition from Patient Monitor;Tošner, David;;Dip.Th.;Katedra;;;DT-2017-0029;;88;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;13.06.2017;VOLNÁ;;;;;;;;;;
Prediction of Epileptic Seizures from Intracranial EEG;Zoulová, Lenka;;Dip.Th.;Katedra;;;DT-2017-0030;;44;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;13.06.2017;VOLNÁ;;;;;;;;;;
Distributed Predictive Control of Buildings;Hauser, Jan;;Dip.Th.;Katedra;;;DT-2017-0031;;77;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;14.06.2017;VOLNÁ;;;;;;;;;;
Exploration of an Unknown Space with a Mobile Robot;Kozák, Viktor;;Dip.Th.;Katedra;;;DT-2017-0032;;45;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;14.06.2017;VOLNÁ;;;;;;;;;;
Detection and Pose Determination of a Part for Bin Picking;Sushkov, Roman;;Dip.Th.;Katedra;;;DT-2017-0033;;45;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;14.06.2017;VOLNÁ;;;;;;;;;;
Experimentální Systém pro Práci s EMG;Kufnerová, Alena;;Dip.Th.;Katedra;;;DT-2017-0034;;68;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;14.06.2017;VOLNÁ;;;;;;;;;;
Development of a Hybrid Power Unit for Unmanned Aerial Vehicles;Riss, Štěpán;;Dip.Th.;Katedra;;;DT-2017-0035;;51;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;14.06.2017;VOLNÁ;;;;;;;;;;
Implementation of Serious Game to Support Children's Education in Diabetes Mellitus I;Rubeš, Lukáš;;Dip.Th.;Katedra;;;DT-2017-0036;;82;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;14.06.2017;VOLNÁ;;;;;;;;;;
Coin-Tracking - Double-Side Tracking of Flat Objects;Šerých, Jonáš;;Dip.Th.;Katedra;;;DT-2018-0001;;55;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
Deep Neural Networks for Classification of Product Images;Sivák, Filip;;Dip.Th.;Katedra;;;DT-2018-0002;;67;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
Camera Rig Calibration;Steidl, Stanislav;;Dip.Th.;Katedra;;;DT-2018-0003;;46;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
Application of Neural Nwetworks for Routing Problems;Drozen, Alan;;Dip.Th.;Katedra;;;DT-2018-0004;;67;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
Automatic Optical Inspection of Printed Circuit Boards;Kunte, Ondřej;;Dip.Th.;Katedra;;;DT-2018-0005;;62;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
Návrh Řízení pro Hybridní VTOL Bezpilotní Prostředek;Král, Martin;;Dip.Th.;Katedra;;;DT-2018-0006;;55;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
Semidefinite Programming for Geometric Problems is Computer Vision;Trutmen, Pavel;;Dip.Th.;Katedra;;;DT-2018-0007;;84;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
3D Sémantická Segmentace RGBD Dat Pomocí Hlubokých Konvolučních Neuronovývh Sítí;Hobza, Martin;;Dip.Th.;Katedra;;;DT-2018-0008;;28;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD (neobhájeno);05.02.2018;VOLNÁ;;;;;;;;;;
Prototype of Notification - Monitoring Wearable;Fuzessery, Eduard;;Dip.Th.;Katedra;;;DT-2018-0009;;54;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;08.02.2018;VOLNÁ;;;;;;;;;;
Analysis of Paralle Microelectrode Recordings;Vošmik, Jiří;;Dip.Th.;Katedra;;;DT-2018-0010;;70;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.02.2018;VOLNÁ;;;;;;;;;;
Vývoj Vstupní Metody pro Android Využívající Braillovo Písmo;Hryzák, Ondřej;;Dip.Th.;Katedra;;;DT-2018-0011;;84;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Change Detection in Vehicle Neighbourhood Using 3D Data and Aggregated 3D Map;Fiala, Dominik;;Dip.Th.;Katedra;;;DT-2018-0012;;47;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
